Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	doc_accuracy	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	preQC_exclusion_reason	GADM	GADM_0	GADM_1	GADM_2	GADM_3	Species	public_exclusion_reason	median_distance_to_other_samples	internal_exclusion_reason	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour
VVX04286	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2015		VVX04286	88.69	Timika	Oceania	2015-12-04	day	UVC-198	DS_VVX04286	OS_VVX04286	SE_VVX04286	IN_UVC-198	131.75	5.26	2.92	0.0	2.61	3801191107	27791467	27058740	265706546	462.4	127.6	150	0.01644696	27.5	24586765	23783979	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02041296660900116		PNG_PVXMQ2006	0.012923783622682095	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04287	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04287	91.22	Timika	Oceania	2016-02-18	day	UVC-199	DS_VVX04287	OS_VVX04287	SE_VVX04287	IN_UVC-199	129.87	2.85	2.57	0.0	2.85	3832391108	28389252	27840299	276500781	454.0	125.8	150	0.01638642	27.4	24791928	23974390	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020371589809656143		PNG_PVXMQ2006	0.01297265850007534	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04288	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04288	79.81	Timika	Oceania	2016-02-18	day	UVC-200	DS_VVX04288	OS_VVX04288	SE_VVX04288	IN_UVC-200	12.51	9.55	9.61	0.0	0.51	510569152	26484474	24314297	34943363	451.6	164.4	149	0.02086529	24.3	2566098	2382045	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02053413726389408		PNG_PVXMQ2006	0.013119290582835674	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04289	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04289	92.74	Timika	Oceania	2016-03-04	day	UVC-201	DS_VVX04289	OS_VVX04289	SE_VVX04289	IN_UVC-201	100.46	1.36	2.42	0.0	2.96	2995970517	28688774	28252549	194651986	452.6	130.7	150	0.0165537	27.4	19342700	18688151	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02004503645002842		PNG_PVXMQ2006	0.012792669236660005	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04290	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04290	88.09	Timika	Oceania	2016-03-17	day	UVC-203	DS_VVX04290	OS_VVX04290	SE_VVX04290	IN_UVC-203	106.72	5.97	3.31	0.0	2.12	3069077864	27584304	26788093	198776551	458.7	129.7	150	0.01494666	27.0	19716899	19213040	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020414559170603752		PNG_PVXMQ2006	0.01322987861931324	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04291	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04291	75.41	Timika	Oceania	2016-03-23	day	UVC-204	DS_VVX04291	OS_VVX04291	SE_VVX04291	IN_UVC-204	10.23	8.32	15.32	0.0	0.44	447506689	26826515	23509979	27991021	426.4	160.6	149	0.02075363	24.0	2157698	1998407	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020160038024187088		PNG_PVXMQ2006	0.012831950560212135	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04292	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04292	0.0	Timika	Oceania	2016-08-24	day	UVC-207	DS_VVX04292	OS_VVX04292	SE_VVX04292	IN_UVC-207	15.67	62.15	36.01	0.0	1.32	4325566209	16476317	6145018	113903377	649.0	1220.5	150	0.06522881	12.2	3030118	1882504	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			-	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04293	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04293	88.11	Timika	Oceania	2016-08-27	day	UVC-208	DS_VVX04293	OS_VVX04293	SE_VVX04293	IN_UVC-208	110.25	6.04	3.12	0.0	2.21	3440588397	27584668	26827615	216996513	438.6	118.9	150	0.01499191	27.0	20407441	19869082	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02043602243065834		PNG_PVXMQ2006	0.013379852287471294	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04295	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04295	90.17	Timika	Oceania	2017-02-20	day	UVC-225	DS_VVX04295	OS_VVX04295	SE_VVX04295	IN_UVC-225	100.35	2.51	4.64	0.0	2.17	3267971662	28415236	27462408	191607222	460.0	125.9	150	0.01470543	26.9	19108682	18644843	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020082496106624603		PNG_PVXMQ2006	0.012744789943099022	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04297	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04297	89.07	Timika	Oceania	2017-03-10	day	UVC-227	DS_VVX04297	OS_VVX04297	SE_VVX04297	IN_UVC-227	48.07	3.63	4.58	0.0	2.2	1517935723	28171848	27181467	97053589	461.1	137.1	150	0.01858356	26.0	9257761	8818924	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pf,Pv	Mixed_species										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04298	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04298	89.38	Timika	Oceania	2017-03-20	day	UVC-228	DS_VVX04298	OS_VVX04298	SE_VVX04298	IN_UVC-228	91.92	4.82	2.91	0.0	2.37	2660336698	27906163	27240726	165245491	455.9	130.2	150	0.01660663	27.4	17188483	16622443	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02043266408145428		PNG_PVXMQ2006	0.013041401281952858	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04300	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04300	89.06	Timika	Oceania	2017-03-26	day	UVC-230	DS_VVX04300	OS_VVX04300	SE_VVX04300	IN_UVC-230	117.35	4.41	3.47	0.0	2.55	3405401239	28009709	27184407	223420959	462.0	130.3	150	0.01640088	27.4	22064086	21361577	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020527491346001625		PNG_PVXMQ2006	0.01306700613349676	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04302	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04302	90.66	Timika	Oceania	2016-09-12	day	UVC-211	DS_VVX04302	OS_VVX04302	SE_VVX04302	IN_UVC-211	119.05	2.63	3.3	0.0	2.89	3522597128	28429657	27753065	235901260	462.4	130.6	150	0.01705293	27.3	22756668	21911728	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020307883620262143		PNG_PVXMQ2006	0.01286966074258089	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04304	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04304	88.39	Timika	Oceania	2016-10-26	day	UVC-217	DS_VVX04304	OS_VVX04304	SE_VVX04304	IN_UVC-217	123.24	6.29	2.38	0.0	2.42	3532851359	27521490	26910612	237878454	462.5	132.8	150	0.01631277	27.4	22866661	22122061	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02035082876682281		PNG_PVXMQ2006	0.013138599693775177	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04305	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2016		VVX04305	88.25	Timika	Oceania	2016-12-07	day	UVC-218	DS_VVX04305	OS_VVX04305	SE_VVX04305	IN_UVC-218	59.59	5.84	3.37	0.0	2.03	1818268042	27621713	26836078	120048020	471.3	136.3	150	0.01709053	26.3	11298046	10854962	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020534388720989227		PNG_PVXMQ2006	0.013248481787741184	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04306	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04306	89.11	Timika	Oceania	2017-01-21	day	UVC-219	DS_VVX04306	OS_VVX04306	SE_VVX04306	IN_UVC-219	105.63	4.98	2.84	0.0	2.55	3050058162	27867483	27188286	186623769	462.1	127.3	150	0.01632695	27.5	19785989	19144779	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020506905391812325		PNG_PVXMQ2006	0.01331914309412241	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04307	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04307	87.94	Timika	Oceania	2017-01-25	day	UVC-220	DS_VVX04307	OS_VVX04307	SE_VVX04307	IN_UVC-220	20.19	3.24	6.97	0.0	1.34	760962822	28218236	26715121	49089043	445.8	148.1	150	0.02004907	25.4	4149434	3896589	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.0198975782841444		PNG_PVXMQ2006	0.012631735764443873	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04308	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04308	69.43	Timika	Oceania	2017-01-27	day	UVC-221	DS_VVX04308	OS_VVX04308	SE_VVX04308	IN_UVC-221	8.65	8.36	21.29	0.0	0.4	416167550	26827097	22463239	28073014	422.7	166.4	149	0.02300235	23.1	1918953	1748879	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.019945302978158		PNG_PVXMQ2006	0.01269241701811552	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04310	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2017		VVX04310	89.6	Timika	Oceania	2017-02-09	day	UVC-223	DS_VVX04310	OS_VVX04310	SE_VVX04310	IN_UVC-223	96.9	2.53	5.21	0.0	2.14	2871896918	28394953	27287551	189798997	447.7	126.0	150	0.01495033	27.1	18581001	18097815	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.019730351865291595		PNG_PVXMQ2006	0.012231945991516113	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04311	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04311	78.54	Timika	Oceania	2008-06-16	day	UVD-55	DS_VVX04311	OS_VVX04311	SE_VVX04311	IN_UVD-55	11.44	8.08	12.42	0.0	0.44	496587003	26880668	24099690	32013661	437.7	160.5	149	0.02112829	24.0	2435607	2253102	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020148200914263725		PNG_PVXMQ2006	0.012729115784168243	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04313	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04313	88.23	Timika	Oceania	2008-06-25	day	UVD-58	DS_VVX04313	OS_VVX04313	SE_VVX04313	IN_UVD-58	43.79	3.96	5.7	0.0	1.59	1376741270	28048848	26765392	82635203	469.5	139.3	150	0.01689347	25.9	8446283	8131000	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.0203703660517931		PNG_PVXMQ2006	0.013115042820572851	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04314	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04314	82.59	Timika	Oceania	2008-06-30	day	UVD-59	DS_VVX04314	OS_VVX04314	SE_VVX04314	IN_UVD-59	14.37	7.74	8.41	0.0	0.74	574046865	27025185	25040440	35734603	435.3	151.3	149	0.02022075	24.6	2938563	2734644	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020164158195257187		PNG_PVXMQ2006	0.012832396663725376	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04315	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04315	88.01	Timika	Oceania	2008-07-04	day	UVD-62	DS_VVX04315	OS_VVX04315	SE_VVX04315	IN_UVD-62	66.12	6.38	2.95	0.0	2.13	1924681487	27468814	26781351	142839507	461.5	134.7	150	0.0159378	27.0	12311624	11902189	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02030082792043686		PNG_PVXMQ2006	0.01303543895483017	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04316	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04316	0.94	Timika	Oceania	2008-07-11	day	UVD-64	DS_VVX04316	OS_VVX04316	SE_VVX04316	IN_UVD-64	2.43	31.11	67.39	0.0	0.04	183503325	20336756	1421791	14511855	379.5	309.3	148	0.03814307	19.7	650975	540226	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04317	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04317	8.49	Timika	Oceania	2008-08-28	day	UVD-68	DS_VVX04317	OS_VVX04317	SE_VVX04317	IN_UVD-68	3.37	19.45	71.48	0.0	0.06	229275108	23645787	5086542	18682777	388.5	257.2	149	0.03198438	21.4	894375	767291	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04318	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04318	2.59	Timika	Oceania	2008-09-02	day	UVD-69	DS_VVX04318	OS_VVX04318	SE_VVX04318	IN_UVD-69	2.73	25.24	71.61	0.0	0.05	191326475	22013784	2433400	15322876	388.9	280.4	149	0.03516096	20.4	724333	610069	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04319	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04319	0.22	Timika	Oceania	2008-09-11	day	UVD-71	DS_VVX04319	OS_VVX04319	SE_VVX04319	IN_UVD-71	2.02	44.45	54.78	0.0	0.04	148775354	16497631	490158	11295404	373.6	339.8	148	0.04222893	19.1	493338	401157	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04321	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04321	86.86	Timika	Oceania	2008-10-20	day	UVD-75	DS_VVX04321	OS_VVX04321	SE_VVX04321	IN_UVD-75	49.92	4.62	6.53	0.0	1.47	1690743563	27851459	26315075	106284521	468.8	132.9	150	0.01498889	26.5	9440034	9145651	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02007843554019928		PNG_PVXMQ2006	0.0128048462793231	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04322	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04322	87.97	Timika	Oceania	2008-10-20	day	UVD-76	DS_VVX04322	OS_VVX04322	SE_VVX04322	IN_UVD-76	81.49	5.15	4.33	0.0	2.04	2338799875	27759543	26740042	170310635	479.4	136.7	150	0.01517683	27.6	15189985	14757135	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020423132926225662		PNG_PVXMQ2006	0.013241380453109741	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04323	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04323	87.96	Timika	Oceania	2008-12-11	day	UVD-81	DS_VVX04323	OS_VVX04323	SE_VVX04323	IN_UVD-81	47.09	5.22	4.53	0.0	1.77	1435256510	27759220	26723921	121427858	450.1	136.6	150	0.01573763	26.4	8987127	8618139	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020460380241274837		PNG_PVXMQ2006	0.013186362572014332	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04324	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2008		VVX04324	87.35	Timika	Oceania	2008-12-11	day	UVD-82	DS_VVX04324	OS_VVX04324	SE_VVX04324	IN_UVD-82	60.93	5.1	5.36	0.0	1.67	1788408861	27751677	26499718	136912606	459.0	132.7	150	0.01479794	26.7	11424498	11108960	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.02021628618240356		PNG_PVXMQ2006	0.013169892132282257	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04325	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04325	0.88	Timika	Oceania	2009-12-17	day	UVD-83	DS_VVX04325	OS_VVX04325	SE_VVX04325	IN_UVD-83	2.43	32.54	66.02	0.0	0.04	184336062	19914536	1414347	15028426	384.0	331.7	148	0.03854851	19.7	667682	548750	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04326	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04326	88.01	Timika	Oceania	2009-01-13	day	UVD-84	DS_VVX04326	OS_VVX04326	SE_VVX04326	IN_UVD-84	45.77	5.38	4.33	0.0	1.75	1398214023	27693142	26679409	111051591	450.6	135.6	150	0.01601304	26.3	8735358	8389783	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020297223702073097		PNG_PVXMQ2006	0.013152850791811943	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04327	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04327	76.59	Timika	Oceania	2009-01-20	day	UVD-85	DS_VVX04327	OS_VVX04327	SE_VVX04327	IN_UVD-85	11.7	7.64	14.87	0.0	0.38	479606971	27021732	23421767	37310741	440.0	161.1	149	0.01851697	24.9	2435112	2259822	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pf,Pv	Mixed_species										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04328	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04328	75.74	Timika	Oceania	2009-01-20	day	UVD-86	DS_VVX04328	OS_VVX04328	SE_VVX04328	IN_UVD-86	10.27	6.97	16.38	0.0	0.4	416064499	27213594	23544287	28324882	440.9	160.0	149	0.01876863	25.0	2095489	1964219	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pf,Pv	Mixed_species										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04329	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04329	27.17	Timika	Oceania	2009-01-22	day	UVD-87	DS_VVX04329	OS_VVX04329	SE_VVX04329	IN_UVD-87	4.64	14.81	57.42	0.0	0.08	228831214	24919318	11151194	16437860	419.0	181.8	149	0.02427451	23.1	1035218	933982	False	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Less_than_50pc_callable										None	False	Indonesia: Papua	unassigned	OCE	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX04330	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04330	83.5	Timika	Oceania	2009-02-04	day	UVD-89	DS_VVX04330	OS_VVX04330	SE_VVX04330	IN_UVD-89	16.79	7.92	7.25	0.0	0.81	576768149	26975988	25206650	42589550	436.0	146.6	150	0.01766798	25.7	3284118	3118446	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020391996949911118		PNG_PVXMQ2006	0.01332339271903038	Papua New Guinea	Papua New Guinea	Madang	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
VVX04331	1156-PV-ID-PRICE	Papua Indonesia	-4.5	137.0	Indonesia	2009		VVX04331	76.76	Timika	Oceania	2009-02-18	day	UVD-92	DS_VVX04331	OS_VVX04331	SE_VVX04331	IN_UVD-92	11.19	10.98	11.39	0.0	0.35	408614634	26024403	23456742	29271954	451.6	157.2	149	0.01827724	24.9	2201688	2070714	True	True	True	False	False	False	4.0	DNA	24977		https://gadm.org/maps/IDN/papua.html	IDN	papua			Pv	Analysis_set	0.020252922549843788		PNG_PVXMQ2006	0.012898203916847706	Papua New Guinea	Indonesia	Papua Indonesia	MSEA	Oceania	None	True	Indonesia: Papua	Indonesia: Papua	OCE	OCE	OCE: Indonesia, Papua	True	#a65628	#a65628
